id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities
301,_, , ,物美价廉,5,9,价格,正面
301,_, , ,放心,12,14,整体,正面
302,_, , ,非常好用,6,10,整体,正面
303,_, , ,油而不腻,23,27,使用体验,正面
304,_, , ,还不错,2,5,整体,正面
304,_, , ,轻薄,6,8,使用体验,正面
304,_, , ,不油腻,8,11,使用体验,正面
305,_, , ,很好用,2,5,整体,正面
306,_, , ,很均匀,4,7,使用体验,正面
306,_, , ,挺好的,0,3,整体,正面
307,_, , ,挺好的,14,17,整体,正面
308,_, , ,挺好用的,0,4,整体,正面
308,_, , ,不卡粉,5,8,使用体验,正面
308,_, , ,很自然,11,14,功效,正面
308,_, , ,喜欢,23,25,整体,正面
309,礼品,4,6,超级喜欢,6,10,服务,正面
310,_, , ,挺好用,11,14,整体,正面
311,_, , ,喜欢,29,31,整体,正面
312,_, , ,非常好用,0,4,整体,正面
313,快递,12,14,好快,14,16,物流,正面
314,包装,0,2,很满意,2,5,包装,正面
315,_, , ,很滑嫩,19,22,使用体验,正面
315,_, , ,不刺激,23,26,使用体验,正面
316,_, , ,有点油,6,9,使用体验,负面
317,_, , ,很好用,7,10,整体,正面
318,_, , ,很喜欢,8,11,整体,正面
319,_, , ,还不错,0,3,整体,正面
319,_, , ,挺喜欢的,3,7,整体,正面
320,_, , ,很好闻,3,6,气味,正面
320,_, , ,应该不错,15,19,整体,正面
320,赠品,20,22,很好,22,24,价格,正面
320,赠品,20,22,很实在,24,27,价格,正面
321,_, , ,挺好,7,9,整体,正面
321,_, , ,是正品,14,17,真伪,正面
322,_, , ,还可以,17,20,整体,正面
323,速度,4,6,很快,6,8,物流,正面
323,_, , ,不错,0,2,整体,正面
324,_, , ,好用,7,9,整体,正面
325,发货送货,2,6,很快,6,8,物流,正面
325,服务态度,9,13,很好,13,15,物流,正面
325,质量,16,18,值得信赖,18,22,其他,正面
325,_, , ,好评,23,25,整体,正面
326,_, , ,超实惠,8,11,价格,正面
326,_, , ,真的不错,22,26,整体,正面
327,_, , ,好用,2,4,整体,正面
328,_, , ,很清爽保湿,14,19,使用体验,正面
328,香味,26,28,淡淡的,23,26,气味,正面
328,香味,26,28,特别好闻,29,33,气味,正面
329,_, , ,特别好用,8,12,整体,正面
330,发货,27,29,比较慢,29,32,物流,负面
331,_, , ,柔软,2,4,使用体验,正面
331,_, , ,非常喜欢,7,11,整体,正面
331,_, , ,均匀,4,6,功效,正面
332,客服态度,0,4,很好,4,6,服务,正面
333,赠品,6,8,没,9,10,价格,负面
333,_, , ,很好,2,4,整体,正面
334,_, , ,正品,5,7,真伪,正面
334,_, , ,很好用,15,18,功效,正面
334,_, , ,水润,37,39,使用体验,正面
334,_, , ,白皙,39,41,功效,正面
334,_, , ,很自然,42,45,功效,正面
335,_, , ,还可以,2,5,整体,正面
335,_, , ,挺好的,6,9,整体,正面
336,_, , ,特价,0,2,价格,正面
336,物流,5,7,快,8,9,物流,正面
337,味道,10,12,不是很好闻,15,20,气味,负面
338,价格,14,16,实惠,16,18,价格,正面
339,塑封袋,4,7,_, , ,包装,负面
339,_, , ,好假,15,17,真伪,负面
339,_, , ,不开心,24,27,整体,负面
340,_, , ,挺好的,0,3,整体,正面
341,_, , ,不好晕开,28,32,使用体验,正面
341,_, , ,遮不住什么,34,39,功效,负面
342,_, , ,还不错,10,13,整体,正面
343,_, , ,挺不错的,0,4,整体,正面
344,_, , ,很好,2,4,整体,正面
344,_, , ,很水润,5,8,使用体验,正面
344,_, , ,物美价廉,9,13,价格,正面
344,_, , ,喜欢,14,16,整体,正面
345,_, , ,还可以,2,5,整体,正面
346,物流,0,2,很快,2,4,物流,正面
346,性价比,5,8,很高,8,10,价格,正面
346,_, , ,好评,11,13,整体,正面
347,物流,30,32,太给力,32,35,物流,正面
347,_, , ,特别实惠,21,25,价格,正面
348,补水效果,0,4,很好,4,6,功效,正面
348,味道,7,9,好闻,10,12,气味,正面
349,_, , ,很不错,2,5,整体,正面
349,_, , ,杠杠的,22,25,整体,正面
350,_, , ,保湿,0,2,功效,正面
350,_, , ,不油腻,2,5,使用体验,正面
351,香味,27,29,淡淡得,24,27,气味,正面
351,_, , ,太超值,30,33,价格,正面
351,_, , ,接近肤色,12,16,功效,正面
351,_, , ,不是特别油,17,22,使用体验,正面
351,_, , ,真不错,6,9,整体,正面
352,_, , ,不干,6,8,使用体验,正面
352,_, , ,挺温和,9,12,使用体验,正面
353,_, , ,很好,0,2,整体,正面
354,卸妆,9,11,温和,7,9,功效,正面
354,_, , ,不干,27,29,使用体验,正面
354,_, , ,干净,32,34,功效,正面
354,_, , ,量大耐用,35,39,其他,正面
354,_, , ,挺喜欢的,40,44,整体,正面
354,卸妆,9,11,无负担,11,14,功效,正面
355,_, , ,挺好,5,7,整体,正面
356,_, , ,很迷你,0,3,包装,正面
356,_, , ,很细腻,4,7,使用体验,正面
356,白的,7,9,不浮夸,9,12,功效,正面
356,香味,16,18,淡淡的,13,16,气味,正面
357,价格,0,2,实惠,2,4,价格,正面
357,物流,5,7,很快,7,9,物流,正面
358,_, , ,好评,9,11,整体,正面
358,_, , ,很温和,3,6,使用体验,正面
358,_, , ,不敏感,6,9,使用体验,正面
358,_, , ,可以的,0,3,整体,正面
359,价位,9,11,非常合适,12,16,价格,正面
360,价格,0,2,很优惠,2,5,价格,正面
360,保质期,8,11,太短,11,13,新鲜度,负面
360,_, , ,很不错,26,29,整体,正面
360,_, , ,好评,17,19,整体,正面
361,_, , ,很喜欢,0,3,整体,正面
361,_, , ,很好用,11,14,整体,正面
362,生产日期,7,11,比较旧,11,14,新鲜度,负面
363,_, , ,可以,0,2,整体,正面
364,活动,14,16,_, , ,价格,正面
364,包装,24,26,_, , ,包装,负面
365,快递速度,2,6,快,6,7,物流,正面
365,快递,41,43,点赞,43,45,物流,正面
366,_, , ,不错,0,2,整体,正面
367,价格,17,19,实惠,19,21,价格,正面
367,补水,23,25,很适合,27,30,功效,正面
367,护肤,25,27,很适合,27,30,功效,正面
367,修复角质层,33,38,_, , ,功效,中性
367,_, , ,很水,11,13,使用体验,正面
367,_, , ,不粘稠,13,16,使用体验,正面
368,_, , ,挺温和的,5,9,使用体验,正面
369,_, , ,很好,16,18,整体,正面
370,_, , ,便宜太多了,22,27,价格,正面
370,价格,28,30,优惠,30,32,价格,正面
370,_, , ,挺好,36,38,整体,正面
371,_, , ,不错,14,16,整体,正面
372,_, , ,非常好,0,3,整体,正面
372,_, , ,很白,15,17,使用体验,正面
372,_, , ,不壳粉,26,29,使用体验,正面
372,赠品,40,42,_, , ,价格,正面
372,隔离效果,18,22,很好,12,14,功效,正面
372,_, , ,是正品,44,47,真伪,正面
373,外壳,0,2,好看,2,4,包装,正面
373,_, , ,好评,16,18,整体,正面
374,_, , ,很好用,17,20,整体,正面
374,_, , ,水润润的,25,29,使用体验,正面
375,_, , ,很好,0,2,整体,正面
375,_, , ,很划算,3,6,价格,正面
375,_, , ,很喜欢,19,22,整体,正面
376,服务,11,13,非常好,13,16,服务,正面
377,味道,0,2,非常喜欢,2,6,气味,正面
377,_, , ,很滋润,7,10,使用体验,正面
378,_, , ,挺不错的,7,11,整体,正面
379,_, , ,喜欢,23,25,整体,正面
380,_, , ,有点小贵,22,26,价格,负面
380,_, , ,显白,10,12,功效,正面
380,_, , ,水润,12,14,使用体验,正面
380,_, , ,很好推开,5,9,使用体验,正面
381,_, , ,很讨厌,0,3,整体,负面
381,_, , ,破了,8,10,包装,负面
381,_, , ,水漏了,11,14,包装,负面
382,_, , ,划算,16,18,价格,正面
382,活动价,10,13,_, , ,价格,正面
382,_, , ,喜欢,2,4,整体,正面
383,_, , ,很不错,8,11,整体,正面
383,_, , ,挺好,24,26,整体,正面
384,味道,11,13,好,14,15,气味,正面
384,_, , ,很好用,7,10,整体,正面
385,_, , ,不是正品,4,8,真伪,负面
386,_, , ,很好用,2,5,整体,正面
387,_, , ,不错,0,2,整体,正面
387,价格,2,4,实惠,4,6,价格,正面
388,_, , ,很润,2,4,使用体验,正面
388,_, , ,很柔暖,5,8,使用体验,正面
388,_, , ,还可以,17,20,整体,正面
389,_, , ,还不错,3,6,整体,正面
389,_, , ,挺环保,40,43,其他,正面
389,_, , ,可以,44,46,整体,正面
390,_, , ,挺好,10,12,整体,正面
391,_, , ,很好用,0,3,整体,正面
392,_, , ,是正品,0,3,真伪,正面
392,_, , ,挺好,21,23,整体,正面
393,_, , ,非常好,2,5,整体,正面
393,_, , ,很喜欢,7,10,整体,正面
393,_, , ,棒棒的,11,14,整体,正面
394,_, , ,五分好评,24,28,整体,正面
394,配送,18,20,很给力,20,23,物流,正面
394,_, , ,还可以,12,15,整体,正面
395,_, , ,适合,9,11,整体,正面
396,_, , ,很喜欢,7,10,整体,正面
397,_, , ,有点干,20,23,使用体验,负面
397,_, , ,还不错,7,10,整体,正面
398,_, , ,可以,2,4,整体,正面
398,_, , ,很好涂抹,5,9,使用体验,正面
398,味道,10,12,喜欢,13,15,气味,正面
399,包装盒,0,3,压扁了,3,6,包装,负面
399,快递,7,9,很负责,9,12,物流,正面
400,_, , ,很好用,0,3,整体,正面
401,物流,5,7,很快,8,10,物流,正面
401,_, , ,很好,2,4,整体,正面
402,服务,0,2,超级棒,2,5,服务,正面
402,物流,7,9,很快,9,11,物流,正面
402,_, , ,正品,17,19,真伪,正面
402,_, , ,很高兴,25,28,整体,正面
403,_, , ,不卡粉,14,17,使用体验,正面
403,_, , ,喜欢,19,21,整体,正面
404,_, , ,不错,3,5,整体,正面
404,_, , ,很好,0,2,整体,正面
405,_, , ,非常好,6,9,整体,正面
405,_, , ,喜欢,10,12,整体,正面
406,_, , ,好用,16,18,整体,正面
406,_, , ,很细腻,21,24,使用体验,正面
406,_, , ,很提亮肤色,26,31,功效,正面
406,_, , ,相当不错,33,37,整体,正面
406,快递,40,42,没得说,44,47,物流,正面
407,_, , ,是正品,2,5,真伪,正面
407,价格,6,8,有优势,8,11,价格,正面
407,快递,12,14,很给力,15,18,物流,正面
408,_, , ,很划算,4,7,价格,正面
409,_, , ,挺好的,0,3,整体,正面
409,_, , ,不错,3,5,整体,正面
410,_, , ,挺好的,0,3,整体,正面
411,_, , ,不好用,0,3,使用体验,负面
412,包装,35,37,挺好看的,38,42,包装,正面
412,_, , ,好划算,0,3,价格,正面
413,_, , ,希望满意,7,11,整体,中性
414,_, , ,挺实惠,3,6,价格,正面
415,_, , ,超级好用,0,4,整体,正面
415,_, , ,超级划算,5,9,价格,正面
416,味道,19,21,还可以,21,24,整体,正面
417,上妆,8,10,比较滋润,10,14,使用体验,正面
417,_, , ,比较轻薄,28,32,使用体验,正面
417,持久度,33,36,挺ok的,38,42,使用体验,正面
417,遮瑕,19,21,没有那么强,22,27,功效,正面
418,补水,10,12,非常好,12,15,功效,正面
418,_, , ,超值,19,21,价格,正面
418,_, , ,清爽,24,26,使用体验,正面
418,补水,10,12,棒棒哒,28,31,功效,正面
419,_, , ,不错,15,17,整体,正面
420,_, , ,很好,0,2,整体,正面
420,_, , ,很快,3,5,物流,正面
421,_, , ,又划算,0,3,价格,正面
421,_, , ,滑滑的,28,31,使用体验,正面
421,_, , ,嫩嫩的,31,34,使用体验,正面
422,_, , ,还可以,2,5,整体,正面
422,_, , ,不会紧绷,9,13,使用体验,正面
422,去油效果,14,18,很好,18,20,功效,正面
422,_, , ,很舒服,24,27,使用体验,中性
422,_, , ,泡泡多,28,31,使用体验,正面
422,味道,32,34,清香,34,36,气味,正面
422,价格,39,41,很划算,41,44,价格,正面
423,_, , ,非常不错,0,4,整体,正面
423,泡沫,5,7,细腻,7,9,使用体验,正面
423,味道,10,12,很好闻,12,15,气味,正面
423,_, , ,棒棒哒,16,19,整体,正面
424,价格,0,2,不贵,2,4,价格,正面
424,_, , ,比较少,7,10,其他,负面
424,_, , ,还不错,13,16,整体,正面
424,_, , ,挺好的,16,19,整体,正面
425,_, , ,很喜欢,7,10,整体,正面
425,_, , ,不错,2,4,整体,正面
426,_, , ,便宜,6,8,价格,正面
426,_, , ,很好用,26,29,整体,正面
427,_, , ,很不错,5,8,整体,正面
427,赠品,31,33,_, , ,价格,正面
427,_, , ,赞,37,38,整体,正面
428,_, , ,一般,0,2,整体,中性
428,_, , ,不干净,6,9,功效,负面
429,送货速度,0,4,很快,4,6,物流,正面
429,_, , ,很好用,18,21,整体,正面
430,活动,9,11,_, , ,价格,正面
431,味道,17,19,一样,23,25,气味,正面
432,温和程度,0,4,很好,5,7,使用体验,正面
432,清洁效果,8,12,不错,13,15,功效,正面
432,泡沫丰富度,24,29,一般,30,32,使用体验,中性
432,控油效果,16,20,还行,21,23,功效,正面
432,保湿效果,33,37,挺可以,38,41,功效,正面
433,_, , ,还不错,4,7,整体,正面
433,_, , ,挺好,17,19,整体,正面
434,_, , ,很不错,0,3,整体,正面
434,配送,4,6,很快,6,8,物流,正面
435,_, , ,不错,30,32,整体,正面
435,_, , ,是正品,2,5,真伪,正面
436,_, , ,挺好的,4,7,整体,正面
437,_, , ,特别软,24,27,包装,中性
438,物流,0,2,真是快,2,5,物流,正面
438,_, , ,物美价廉,7,11,价格,正面
438,_, , ,好评,11,13,整体,正面
439,遮暇效果,5,9,一点都没有,0,5,功效,负面
439,_, , ,不过敏,15,18,使用体验,正面
440,酒精味,0,3,好浓,3,5,使用体验,负面
441,_, , ,超级好用,0,4,整体,正面
441,_, , ,物美价廉,5,9,价格,正面
442,_, , ,是正品,6,9,真伪,正面
443,_, , ,好用,0,2,整体,正面
443,_, , ,水润,4,6,使用体验,正面
444,_, , ,很快,5,7,物流,正面
445,_, , ,挺温和,9,12,使用体验,正面
445,_, , ,水润,13,15,使用体验,正面
446,_, , ,很好,0,2,整体,正面
447,_, , ,还可以,0,3,整体,正面
447,_, , ,不油不腻,5,9,使用体验,正面
448,速度,4,6,很快,6,8,物流,正面
448,_, , ,不错,0,2,整体,正面
449,_, , ,很划算,13,16,价格,正面
449,_, , ,很好,2,4,整体,正面
450,_, , ,一直用,0,3,整体,正面
450,_, , ,挺不错,3,6,整体,正面
451,保湿效果,36,40,真的不错,40,44,功效,正面
452,_, , ,还可以,0,3,整体,正面
452,_, , ,有些干,10,13,使用体验,负面
453,酒精味,8,11,有点点,5,8,气味,中性
454,_, , ,超级好用,0,4,整体,正面
454,_, , ,物美价廉,5,9,价格,正面
454,_, , ,超级好,13,16,整体,正面
455,_, , ,挺好用的,2,6,整体,正面
455,保湿度,7,10,强,10,11,功效,正面
456,_, , ,是正品,5,8,整体,正面
457,卡粉,10,12,不会有,7,10,使用体验,正面
457,浮粉现象,12,16,不会有,7,10,使用体验,正面
457,_, , ,很香,0,2,气味,正面
458,_, , ,超好用,2,5,整体,正面
458,_, , ,实惠,6,8,价格,正面
459,_, , ,挺好的,0,3,整体,正面
460,_, , ,不是正品,15,19,真伪,负面
461,_, , ,很好,0,2,整体,正面
461,_, , ,不错,2,4,整体,正面
461,_, , ,非常喜欢,4,8,整体,正面
462,_, , ,不错,2,4,整体,正面
462,水分,5,7,很多,9,11,成分,正面
462,包装,12,14,差劲,14,16,包装,负面
462,精华,7,9,很多,9,11,成分,正面
463,_, , ,超好用,0,3,整体,正面
463,_, , ,物美价廉,9,13,价格,正面
464,_, , ,很好用,0,3,整体,正面
465,涨价,16,18,太多了,18,21,价格,负面
466,活动,11,13,不给力,13,16,价格,负面
466,_, , ,快捷,2,4,其他,正面
466,_, , ,方便,0,2,其他,正面
466,_, , ,不错,4,6,整体,正面
467,_, , ,特别好,0,3,整体,正面
467,_, , ,很好,4,6,整体,正面
467,_, , ,非常好,7,10,整体,正面
467,_, , ,很喜欢,11,14,整体,正面
467,_, , ,特别实惠,15,19,价格,正面
468,物流,0,2,特别特别给力,2,8,物流,正面
468,卖家服务态度,9,15,非常好,15,18,服务,正面
469,_, , ,还可以,0,3,整体,正面
469,_, , ,水水的,5,8,使用体验,正面
470,遮瑕,0,2,还好,2,4,功效,正面
470,_, , ,太干,7,9,使用体验,负面
471,_, , ,很好用,0,3,整体,正面
471,_, , ,很喜欢,4,7,整体,正面
472,_, , ,很好,0,2,整体,正面
472,补水效果,6,10,杠杠滴,10,13,功效,正面
473,补水效果,0,4,特别好,4,7,功效,正面
473,价格,16,18,优惠,18,20,价格,正面
473,物流,21,23,快,24,25,物流,正面
473,_, , ,好评,8,10,整体,正面
474,味道,0,2,很喜欢,2,5,气味,正面
474,价格,6,8,很划算,9,12,价格,正面
475,快递,7,9,_, , ,物流,负面
476,_, , ,很喜欢,12,15,整体,正面
477,物流,22,24,快,24,25,物流,正面
477,包装,26,28,严实,28,30,包装,正面
478,_, , ,不错,0,2,整体,正面
478,_, , ,挺好,2,4,整体,正面
478,快递,5,7,及时,7,9,物流,正面
478,快递,5,7,专业,9,11,物流,正面
479,_, , ,还可以,0,3,整体,正面
479,_, , ,干净,14,16,功效,正面
479,味道,8,10,淡淡的,5,8,气味,正面
480,补水效果,0,4,不错,4,6,功效,正面
481,透气性,7,10,很一般,11,14,使用体验,负面
481,_, , ,泛白,0,2,使用体验,负面
481,_, , ,不持妆,3,6,使用体验,负面
482,_, , ,实惠,0,2,价格,正面
482,速度,10,12,很快,12,14,物流,正面
483,清洗,14,16,很容易,16,19,功效,正面
484,_, , ,便宜,0,2,价格,正面
484,_, , ,实惠,2,4,价格,正面
485,_, , ,挺不错,6,9,整体,正面
486,_, , ,还可以,5,8,整体,正面
487,_, , ,发错,0,2,物流,负面
488,味道,11,13,喜欢的,8,11,气味,正面
488,味道,11,13,很熟悉,18,21,气味,正面
489,_, , ,差评,20,22,整体,负面
489,_, , ,不好用,9,12,整体,负面
489,_, , ,很垃圾,12,15,整体,负面
489,_, , ,很忧伤,45,48,整体,负面
490,_, , ,还不错,2,5,整体,正面
490,_, , ,有点滑,29,32,使用体验,中性
490,清洁效果,34,38,一般般吧,38,42,功效,中性
491,成膜,17,19,快,19,20,功效,正面
491,防晒效果,0,4,_, , ,功效,中性
491,_, , ,不油,25,27,使用体验,正面
492,_, , ,挺补水的,13,17,功效,正面
492,_, , ,还不错,9,12,整体,正面
492,_, , ,很便宜,19,22,价格,正面
492,_, , ,好评,22,24,整体,正面
493,物流,3,5,超快,5,7,物流,正面
493,补水效果,27,31,不错,31,33,功效,正面
493,_, , ,挺好用,22,25,整体,正面
493,价格,34,36,很实惠,36,39,价格,正面
494,_, , ,挺好的,4,7,整体,正面
495,_, , ,刺激皮肤,6,10,使用体验,负面
495,_, , ,会紧绷,16,19,使用体验,负面
496,快递,2,4,太给力了,4,8,物流,正面
497,_, , ,不知道是不是正品,5,13,真伪,中性
498,服务,12,14,很满意,15,18,服务,正面
498,_, , ,很喜欢,21,24,整体,正面
499,物流,0,2,很快,2,4,物流,正面
499,质量,13,15,很好,15,17,其他,正面
499,活动,21,23,很划算,25,28,价格,正面
499,_, , ,正品,18,20,真伪,正面
500,_, , ,希望是正品,6,11,真伪,中性
501,_, , ,不错,6,8,整体,正面
501,_, , ,赞一个,9,12,整体,正面
502,味道,0,2,淡淡的,2,5,气味,正面
502,水分,7,9,超足,9,11,使用体验,正面
502,_, , ,没有刺激感,13,18,使用体验,正面
503,价格,6,8,实惠,8,10,价格,正面
504,_, , ,很好用,6,9,整体,正面
504,_, , ,经济,10,12,价格,正面
504,_, , ,实惠,13,15,价格,正面
505,味道,7,9,_, , ,气味,中性
505,质地,34,36,清爽,36,38,使用体验,正面
505,_, , ,不油腻,39,42,使用体验,正面
505,_, , ,有提亮,47,50,功效,正面
506,_, , ,不错,0,2,整体,正面
506,_, , ,挺好的,2,5,整体,正面
506,价格,6,8,实惠,8,10,价格,正面
506,赠品,12,14,_, , ,价格,正面
507,_, , ,最垃圾,6,9,整体,负面
507,_, , ,一点不好用,13,18,整体,负面
508,_, , ,太好了,0,3,整体,正面
509,补水效果,15,19,杠杠滴,19,22,功效,正面
509,_, , ,特别好用,11,15,整体,正面
510,_, , ,很好的,0,3,整体,正面
510,_, , ,白白的,6,9,功效,正面
510,_, , ,不油腻,11,14,使用体验,正面
511,发货,0,2,快,2,3,物流,正面
511,_, , ,一如既往的好,4,10,整体,正面
512,_, , ,很好用,2,5,整体,正面
513,收货,0,2,很快,2,4,物流,正面
513,_, , ,不错,14,16,整体,正面
514,价格,0,2,优惠,2,4,价格,正面
514,泡沫,5,7,多,7,8,使用体验,正面
514,_, , ,特别干净,15,19,功效,正面
514,_, , ,不紧绷,11,14,使用体验,正面
515,发货,2,4,超快,4,6,物流,正面
515,包装,7,9,挺好的,10,13,包装,正面
515,价格,22,24,实惠,24,26,价格,正面
515,_, , ,是正品,33,36,真伪,正面
516,_, , ,很好,2,4,整体,正面
516,_, , ,不错,7,9,整体,正面
516,性价比,20,23,高,23,24,价格,正面
517,_, , ,不错,2,4,整体,正面
517,_, , ,便宜不少,16,20,价格,正面
518,_, , ,很控油,0,3,功效,正面
518,_, , ,很持妆,3,6,功效,正面
518,_, , ,稍微有点干,9,14,使用体验,中性
518,颜色,15,17,很好,18,20,包装,正面
519,活动,6,8,最合适,12,15,价格,正面
520,物流,0,2,超快,2,4,物流,正面
